index,0,1
data/processed/32/valid/sharpen\fake_0.jpg,1,1
data/processed/32/valid/sharpen\fake_1.jpg,1,1
data/processed/32/valid/sharpen\fake_10.jpg,1,1
data/processed/32/valid/sharpen\fake_100.jpg,1,1
data/processed/32/valid/sharpen\fake_1000.jpg,1,1
data/processed/32/valid/sharpen\fake_1001.jpg,1,1
data/processed/32/valid/sharpen\fake_1002.jpg,1,1
data/processed/32/valid/sharpen\fake_1003.jpg,1,1
data/processed/32/valid/sharpen\fake_1004.jpg,1,1
data/processed/32/valid/sharpen\fake_1005.jpg,1,1
data/processed/32/valid/sharpen\fake_1006.jpg,1,1
data/processed/32/valid/sharpen\fake_1007.jpg,1,1
data/processed/32/valid/sharpen\fake_1008.jpg,1,1
data/processed/32/valid/sharpen\fake_1009.jpg,1,1
data/processed/32/valid/sharpen\fake_101.jpg,1,1
data/processed/32/valid/sharpen\fake_1010.jpg,1,1
data/processed/32/valid/sharpen\fake_1011.jpg,1,1
data/processed/32/valid/sharpen\fake_1012.jpg,1,1
data/processed/32/valid/sharpen\fake_1013.jpg,1,1
data/processed/32/valid/sharpen\fake_1014.jpg,1,1
data/processed/32/valid/sharpen\fake_1015.jpg,1,1
data/processed/32/valid/sharpen\fake_1016.jpg,1,1
data/processed/32/valid/sharpen\fake_1017.jpg,1,1
data/processed/32/valid/sharpen\fake_1018.jpg,1,1
data/processed/32/valid/sharpen\fake_1019.jpg,1,1
data/processed/32/valid/sharpen\fake_102.jpg,1,1
data/processed/32/valid/sharpen\fake_1020.jpg,1,1
data/processed/32/valid/sharpen\fake_1021.jpg,1,1
data/processed/32/valid/sharpen\fake_1022.jpg,1,1
data/processed/32/valid/sharpen\fake_1023.jpg,1,1
data/processed/32/valid/sharpen\fake_1024.jpg,1,1
data/processed/32/valid/sharpen\fake_1025.jpg,1,1
data/processed/32/valid/sharpen\fake_1026.jpg,1,1
data/processed/32/valid/sharpen\fake_1027.jpg,1,1
data/processed/32/valid/sharpen\fake_1028.jpg,1,1
data/processed/32/valid/sharpen\fake_1029.jpg,1,1
data/processed/32/valid/sharpen\fake_103.jpg,1,1
data/processed/32/valid/sharpen\fake_1030.jpg,1,1
data/processed/32/valid/sharpen\fake_1031.jpg,1,1
data/processed/32/valid/sharpen\fake_1032.jpg,1,1
data/processed/32/valid/sharpen\fake_1033.jpg,1,1
data/processed/32/valid/sharpen\fake_1034.jpg,1,1
data/processed/32/valid/sharpen\fake_1035.jpg,1,1
data/processed/32/valid/sharpen\fake_1036.jpg,1,1
